index	scenario_id	compound_id	compound_name	smiles	canonicalize_smiles	halflife	halflife_unit	halflife_model	halflife_comment	rateconstant	rateconstant_unit	rateconstant_comment	reaction_order	acidity	acidity_unit	temperature	temperature_unit	original_sludge_amount	original_sludge_amount_unit	sludge_retention_time	sludge_retention_time_unit	sludge_retention_time_type	total_suspended_solids_concentration_start	total_suspended_solids_concentration_end	total_suspended_solids_concentration_unit	addition_of_nutrients	biological_treatment_technology	bioreactor_type	bioreactor_value	bioreactor_value_unit	nitrogen_content_type	nitrogen_content_influent	oxygen_demand_type	oxygen_demand_value	oxygen_uptake_rate	oxygen_uptake_rate_unit	phosphorus_content	redox	source_of_liquid_matrix	type_of_addition	type_of_aeration	inoculum_source	location	purpose_of_wwtp	k_combined	k_biomass_corrected	hl_combined	hl_biomass_corrected	log_k_combined	log_k_biomass_corrected	log_hl_combined	log_hl_biomass_corrected
1	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/064ce363-31d4-4e29-ab07-8bbbe95ab970	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/50c76339-d25a-46f3-8237-60a2957f0ce3/structure/b482a08f-b177-47b0-8243-1ceaf0cc6111	1-(3-chlorophenyl) piperazine	C1=CC(=C(C=C1)N2CCNCC2)Cl	Clc1ccccc1N1CCNCC1					0.33	L / (g TSS * day)	90% credibility interval: 0.26, 0.46	Pseudo first order	7.1	pH	23.0	℃	50.0	mL	25.0	d	sludge age	1.9	2.5	g/L		nitrification & denitrification & biological phosphorus removal	amber Schott bottle	100.0	mL						mg/(L * h)		aerob	tap water	spiking in solvent	bubbling air and stirring	nitrification basin	WWTP Duebendorf (ARA Neugut), Switzerland	mixed WW (municipal & industrial)	0.1736842105263158	0.33	3.990847403223927	2.100446001696804	-0.7602396610749415	-0.4814860601221125	0.6010651221200799	0.3223115211672509
2	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/ea52ff4e-9140-4d17-bff6-447ab220c990	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/50c76339-d25a-46f3-8237-60a2957f0ce3/structure/b482a08f-b177-47b0-8243-1ceaf0cc6111	1-(3-chlorophenyl) piperazine	C1=CC(=C(C=C1)N2CCNCC2)Cl	Clc1ccccc1N1CCNCC1					1.3	L / (g TSS * day)	90% credibility interval: 1.0, 1.6	Pseudo first order	8.1	pH	21.0	℃	50.0	mL	25.0	d	sludge age	2.3	2.3	g/L		nitrification & denitrification & biological phosphorus removal	amber Schott bottle	100.0	mL						mg/(L * h)		aerob	tap water	spiking in solvent	bubbling air and stirring	nitrification basin	WWTP Duebendorf (ARA Neugut), Switzerland	mixed WW (municipal & industrial)	0.5652173913043479	1.3	1.2263373194522107	0.5331901388922655	-0.24778448371075606	0.11394335230683679	0.08860994475589443	-0.27311789126169844
3	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/a93f4703-7bb9-4c91-8273-7b181b675f1a	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/50c76339-d25a-46f3-8237-60a2957f0ce3/structure/b482a08f-b177-47b0-8243-1ceaf0cc6111	1-(3-chlorophenyl) piperazine	C1=CC(=C(C=C1)N2CCNCC2)Cl	Clc1ccccc1N1CCNCC1					0.056	L / (g TSS * day)	90% credibility interval: 0.037, 0.076	Pseudo first order	6.3	pH	21.0	℃	50.0	mL	25.0	d	sludge age	2.0	2.1	g/L		nitrification & denitrification & biological phosphorus removal	amber Schott bottle	100.0	mL						mg/(L * h)		aerob	tap water	spiking in solvent	bubbling air and stirring	nitrification basin	WWTP Duebendorf (ARA Neugut), Switzerland	mixed WW (municipal & industrial)	0.028	0.056	24.755256448569472	12.377628224284736	-1.5528419686577808	-1.2518119729937995	1.3936674297029192	1.092637434038938
4	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/ea9f7a7a-3c98-4fd8-9b8a-958b3470a11c	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/7eee2855-1327-41e7-ae41-0daa2f8d5441/structure/d681a46b-095c-4e04-9513-11871707885b	17-beta-estradiol (E2)	CC12CCC3C4=CC=C(C=C4CCC3C2CCC1O)O	CC12CCC3c4ccc(O)cc4CCC3C1CCC2O					14.4	1 / day	no comment	First order	7.8	pH	30.0	℃	100.0	mL				2.7	2.7	g/L		nitrification	Erlemeyer flasks	200.0	mL								aerob	mineral salt medium [(NH4)2SO4, 6.6 g/L; KH2PO4, 1.36 g/L; MgSO4*7H2O, 2.46 g/L; NaCl, 2.92 g/L; CaCO3, 1.0 g/L and EDTA-Fe, 6mg/L]	spiking in solvent	shaking	nitrifiying activated sludge form nitrification tank	Tokyo, Japan	other	14.4	38.88	0.04813522087221842	0.017827859582303117	1.1583624920952498	1.589726256254237	-1.3175370310501113	-1.7489007952090987
5	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/d7ae2ae7-33ff-4b51-b0d6-fc6ddf1b0374	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/7eee2855-1327-41e7-ae41-0daa2f8d5441/structure/d681a46b-095c-4e04-9513-11871707885b	17-beta-estradiol (E2)	CC12CCC3C4=CC=C(C=C4CCC3C2CCC1O)O	CC12CCC3c4ccc(O)cc4CCC3C1CCC2O					7.68	1 / day	no comment	First order	7.8	pH	30.0	℃	100.0	mL				0.7	0.7	g/L	Allylthiourea as inhibitor of ammonia oxidation	nitrification	Erlemeyer flasks	200.0	mL								aerob	mineral salt medium [(NH4)2SO4, 6.6 g/L; KH2PO4, 1.36 g/L; MgSO4*7H2O, 2.46 g/L; NaCl, 2.92 g/L; CaCO3, 1.0 g/L and EDTA-Fe, 6mg/L]	spiking in solvent	shaking	nitrifiying activated sludge form nitrification tank	Tokyo, Japan	other	7.68	5.3759999999999994	0.09025353913540955	0.12893362733629937	0.885361220031512	0.7304592600457688	-1.0445357589863735	-0.8896337990006303
6	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/aa0b659f-7c08-482c-9f1d-29114a2b9e24	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/7eee2855-1327-41e7-ae41-0daa2f8d5441/structure/d681a46b-095c-4e04-9513-11871707885b	17-beta-estradiol (E2)	CC12CCC3C4=CC=C(C=C4CCC3C2CCC1O)O	CC12CCC3c4ccc(O)cc4CCC3C1CCC2O					31.2	1 / day	no comment	First order	7.8	pH	30.0	℃	100.0	mL				2.7	2.7	g/L		nitrification	Erlemeyer flasks	200.0	mL								aerob	mineral salt medium [(NH4)2SO4, 6.6 g/L; KH2PO4, 1.36 g/L; MgSO4*7H2O, 2.46 g/L; NaCl, 2.92 g/L; CaCO3, 1.0 g/L and EDTA-Fe, 6mg/L]	spiking in solvent	shaking	nitrifiying activated sludge form nitrification tank	Tokyo, Japan	other	31.2	84.24000000000001	0.022216255787177733	0.0082282428841399	1.4941545940184429	1.9255183581774302	-1.6533291329733044	-2.0846928971322916
7	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/dfa21349-2f79-46e7-88c3-9a721928c5d0	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/c8a4f7cd-e334-4c48-aa9d-2d17d817c8a8/structure/e2814577-f0a1-45d2-86fc-2ff0ff5ff411	Estrone (E1)	CC12CCC3C4=CC=C(C=C4CCC3C2CCC1=O)O	CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O					0.864	1 / day	no comment	First order	7.8	pH	30.0	℃	100.0	mL				2.7	2.7	g/L		nitrification	Erlemeyer flasks	200.0	mL								aerob	mineral salt medium [(NH4)2SO4, 6.6 g/L; KH2PO4, 1.36 g/L; MgSO4*7H2O, 2.46 g/L; NaCl, 2.92 g/L; CaCO3, 1.0 g/L and EDTA-Fe, 6mg/L]	spiking in solvent	shaking	nitrifiying activated sludge form nitrification tank	Tokyo, Japan	other	0.864	2.3328	0.8022536812036404	0.2971309930383853	-0.06348625752110672	0.36787750663788066	-0.0956882814337549	-0.5270520455927422
8	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/b356573f-a1b0-4b7e-88a0-f4c34c4f6ab0	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/c8a4f7cd-e334-4c48-aa9d-2d17d817c8a8/structure/e2814577-f0a1-45d2-86fc-2ff0ff5ff411	Estrone (E1)	CC12CCC3C4=CC=C(C=C4CCC3C2CCC1=O)O	CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O					0.096	1 / day	no comment	First order	7.8	pH	30.0	℃	100.0	mL				0.7	0.7	g/L	Allylthiourea as inhibitor of ammonia oxidation	nitrification	Erlemeyer flasks	200.0	mL								aerob	mineral salt medium [(NH4)2SO4, 6.6 g/L; KH2PO4, 1.36 g/L; MgSO4*7H2O, 2.46 g/L; NaCl, 2.92 g/L; CaCO3, 1.0 g/L and EDTA-Fe, 6mg/L]	spiking in solvent	shaking	nitrifiying activated sludge form nitrification tank	Tokyo, Japan	other	0.096	0.0672	7.2202831308327635	10.314690186903949	-1.0177287669604316	-1.1726307269461749	0.85855422800557	1.013456187991313
9	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/f4e8345b-42fe-4a9f-ba10-98b2998ebac7	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/c8a4f7cd-e334-4c48-aa9d-2d17d817c8a8/structure/e2814577-f0a1-45d2-86fc-2ff0ff5ff411	Estrone (E1)	CC12CCC3C4=CC=C(C=C4CCC3C2CCC1=O)O	CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O					1.344	1 / day	no comment	First order	7.8	pH	30.0	℃	100.0	mL				2.7	2.7	g/L		nitrification	Erlemeyer flasks	200.0	mL								aerob	mineral salt medium [(NH4)2SO4, 6.6 g/L; KH2PO4, 1.36 g/L; MgSO4*7H2O, 2.46 g/L; NaCl, 2.92 g/L; CaCO3, 1.0 g/L and EDTA-Fe, 6mg/L]	spiking in solvent	shaking	nitrifiying activated sludge form nitrification tank	Tokyo, Japan	other	1.344	3.6288000000000005	0.5157345093451974	0.19101278123896198	0.12839926871780646	0.5597630328767939	-0.28757380767266805	-0.7189375718316554
10	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/dfe35ca7-154f-4d7a-8155-5a44912663c2	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/4af77772-2357-4f4f-ba05-4ec351ed63a3/structure/2d049a40-4801-48ce-9e78-e814eceade30	17alpha-ethynylestradiol (EE2)	C#C[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=CC=C4[C@H]3CC[C@@]21C)O)O	C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C					0.84	1 / day	no comment	First order	7.8	pH	30.0	℃	100.0	mL				2.7	2.7	g/L		nitrification	Erlemeyer flasks	200.0	mL								aerob	mineral salt medium [(NH4)2SO4, 6.6 g/L; KH2PO4, 1.36 g/L; MgSO4*7H2O, 2.46 g/L; NaCl, 2.92 g/L; CaCO3, 1.0 g/L and EDTA-Fe, 6mg/L]	spiking in solvent	shaking	nitrifiying activated sludge form nitrification tank	Tokyo, Japan	other	0.84	2.2680000000000002	0.8251752149523158	0.30562044998233917	-0.07572071393811836	0.355643050220869	-0.08345382501674325	-0.5148175891757306
